SRNO,Accident_Location,Latitude,Longitude
186.0,Taraj,21.085933,72.950783
187.0,Bardoli ,21.106314,73.110133
188.0,Abhva ,21.126597,72.768864
189.0,Khushalpura ,21.126239,73.380125
190.0,Afava ,21.109261,73.147264
191.0,Pokaran ,21.153206,73.530278
192.0,Virpur,21.130925,73.460153
193.0,Doswada,21.147511,73.5188
194.0,Magdalla ,21.142267,72.74825
195.0,Bardoli,21.106475,73.111081
196.0,Kribhco,21.181086,72.696153
197.0,Bajipura,21.099292,73.295417
198.0,Magdalla ,21.12965,72.763522
199.0,Mandal,21.136083,73.481906
200.0,Bhatpor,21.163017,72.736603
201.0,Bajipura,21.101297,73.29165
202.0,Magdalla,21.132639,72.758139
203.0,Sachin,21.100144,72.868339
204.0,Bajipura,21.102631,73.289136
205.0,Bajipura,21.097069,73.300136
206.0,Bajipura,21.096936,73.300842
207.0,Mandal,21.134578,73.477367
208.0,Bhatia,21.090669,72.921775
209.0,Mandal,21.136083,73.481906
210.0,Katgadh,21.126178,73.425306
211.0,Sachin,21.097394,72.876469
212.0,Manekpor,21.099303,73.237064
213.0,Sachin,21.098036,72.881225
214.0,Kikakui,21.139753,73.493225
215.0,Chorvad,21.131189,73.464958
216.0,Sachin,21.097775,72.878842
217.0,Bardoli,21.106811,73.112969
218.0,Doswada,21.147511,73.5188
219.0,Vanz,21.089483,72.902456
220.0,Affava,21.109464,73.143419
221.0,Mandal Toll,21.135372,73.479722
1.0,Hindoliya,21.107886,73.18845
2.0,Hazira (L&T),21.155419,72.663181
3.0,Bhatia Toll,21.090369,72.922683
4.0,Kawas,21.180392,72.689497
5.0,Magdalla,21.1477,72.744808
6.0,Mandal Toll,21.135311,73.479542
7.0,Kawas,21.184581,72.705028
8.0,Kikakui ,21.139575,73.492781
9.0,Ghabheni ,21.109228,72.842686
10.0,Ichhapore,21.189625,72.722536
11.0,Bhatia,21.088294,72.927492
12.0,Hazira,21.126981,72.645414
13.0,Abhava,21.127072,72.768047
14.0,Bardoli,21.107006,73.113911
15.0,Taraz,21.086292,72.955561
16.0,Virpur,21.128922,73.451431
17.0,Tichakpura,21.099658,73.333631
18.0,Anandpur,21.164594,73.646308
19.0,Kribhco ,21.184581,72.705028
20.0,Vaanz,21.091264,72.918767
21.0,Abhva ,21.126836,72.768456
22.0,Bhimrad,21.120569,72.806283
23.0,Bajipura ,21.096856,73.301558
24.0,Kribhco ,21.183161,72.701486
25.0,Dhamrod,21.101794,73.053614
26.0,Bhatia ,21.090531,72.922233
27.0,Katgadh,21.127267,73.432431
28.0,Bardoli ,21.108722,73.121883
29.0,Chacharbunda,21.176586,73.611986
30.0,Pokharan ,21.150561,73.525247
31.0,Vaanz,21.089325,72.898617
32.0,Uva ,21.103022,73.218731
33.0,Bardoli ,21.1077,73.117197
34.0,Vaanz,21.090431,72.907233
35.0,Mirkot,21.172892,73.619153
36.0,Mandal Toll Plaza,21.135342,73.479631
37.0,Mora,21.178636,72.668917
38.0,Vaanz,21.089542,72.893503
39.0,Bardoli,21.103378,73.101053
40.0,Bhatpore,21.156489,72.739897
41.0,Mora,21.178328,72.668639
42.0,Anandpur ,21.165289,73.659278
43.0,Chorvad,21.131214,73.465439
44.0,Mandal,21.133667,73.474647
45.0,Sejvad,21.102481,73.221067
46.0,Vanz,21.08945,72.900533
47.0,Ena,21.10125,73.031581
48.0,Dosvada ,21.147511,73.5188
49.0,Ena ,21.103306,73.038822
50.0,Vanz,21.089514,72.902936
51.0,Chorvad,21.131108,73.463517
52.0,Ichhapore,21.172722,72.732697
53.0,Hazira,21.140383,72.655214
54.0,Juni Kikvad,21.108433,73.186117
55.0,Kikakui,21.139575,73.492781
56.0,Chacharbunda,21.181964,73.598728
57.0,Magdalla,21.142267,72.74825
58.0,Unn,21.102942,72.860208
59.0,Sachin,21.097986,72.881703
60.0,Bardoli,21.107103,73.114381
61.0,Kawas,21.184236,72.704139
62.0,Magdalla,21.146919,72.745294
63.0,Vanz,21.088942,72.896736
64.0,Katgadh,21.126319,73.426256
65.0,Sachin GIDC,21.103556,72.8584
66.0,Kikakui,21.140117,73.494614
67.0,Bardoli,21.104942,73.105561
68.0,Hazira,21.146339,72.659567
69.0,Dipli,21.115683,72.823408
70.0,Bhimrad,21.118472,72.817364
71.0,Indu,21.126219,73.3859
72.0,Kikakui,21.139892,73.493681
73.0,Taraz,21.086311,72.957486
74.0,Hazira,21.153664,72.662725
75.0,Budiya,21.111197,72.834306
76.0,Taraj,21.085933,72.950783
77.0,Vanesa,21.101606,73.073392
78.0,Palsana,21.086358,72.978081
79.0,Lingad,21.085061,72.9403
80.0,Tapi Bridge ,21.151617,72.742417
81.0,Chorvad,21.131719,73.468744
82.0,Mandal,21.136894,73.484661
83.0,Katgadh,21.126222,73.425592
84.0,Sejvad,21.103386,73.214422
85.0,Unn,21.104422,72.855664
86.0,Dhamdod,21.101583,73.070503
87.0,Tichakpura,21.105156,73.349917
88.0,Manekpor,21.095683,73.257878
89.0,Vanz,21.090364,72.892356
90.0,Kikvad,21.104794,73.160728
91.0,Borakhadi,21.098069,73.311567
92.0,Vanz,21.08945,72.90005
93.0,Doswada,21.148114,73.520092
94.0,Kikakui,21.139575,73.492781
95.0,Magdalla,21.136033,72.753653
96.0,Kawas,21.180356,72.689017
97.0,Ena ,21.102258,73.041456
98.0,Chorvad,21.131289,73.466881
99.0,Dhamdod,21.104006,73.058603
100.0,Bajipura,21.097383,73.305839
101.0,Songadh,21.161219,73.544528
102.0,Bajipura,21.096906,73.301081
103.0,Katasvan ,21.099408,73.027189
104.0,Ena,21.106397,73.174439
105.0,Juni Kikvad,21.159056,73.539978
106.0,Pokhran,21.164719,73.640053
107.0,Charanpada,21.104422,72.855664
108.0,Unn,21.106228,73.109661
109.0,Bardoli,21.100583,73.029792
110.0,Ena,21.126069,73.407072
111.0,Tadkuva,21.111414,72.833369
112.0,Budia,21.099378,73.236589
113.0,Manekpore,21.161097,73.544269
114.0,Songadh,21.085933,72.950783
115.0,Taraj,21.098286,73.313478
116.0,Maypur,21.179483,72.675572
117.0,Damka,21.135219,73.479269
118.0,Mandal,21.111522,72.832903
119.0,Budia,21.099611,73.33315
120.0,Maypur,21.126231,73.382531
121.0,Indu,21.138439,72.750792
122.0,Magdalla,21.172311,72.732892
123.0,Bhatpore,21.161097,73.544269
124.0,Sonarpada,21.091706,72.913717
125.0,Vanz,21.109361,73.125183
126.0,Bardoli ,21.133678,72.756569
127.0,Magdalla,21.147097,73.517942
128.0,Doswada,21.109583,73.140053
129.0,Afva,21.098036,72.881225
130.0,Sachin,21.139575,73.492781
131.0,Kikakui,21.097303,72.87315
132.0,Sachin,21.160894,73.543842
133.0,Sonarpada,21.1046,73.161164
134.0,Afva,21.109372,73.145342
135.0,Afva,21.098014,72.881514
136.0,Sachin,21.091736,72.915631
137.0,Vanz,21.095592,73.25835
138.0,Bajipura,21.109314,73.146303
139.0,Afva,21.105547,73.350156
140.0,Bajipura,21.165989,72.665719
141.0,Hazira,21.125767,73.414767
142.0,Tadkuva,21.097711,72.882617
143.0,Sachin,21.089547,72.903417
144.0,Vanz,21.167753,72.666133
145.0,Suvali,21.1309,73.459672
146.0,Virpur,21.091706,72.913717
147.0,Vanz,21.154042,72.741133
148.0,Bhatpore,21.138333,73.490214
149.0,Kikakui,21.109389,72.842236
150.0,Gabheni,21.097703,72.872289
151.0,Sachin,21.182731,73.588736
152.0,Pankhri,21.100533,73.229969
153.0,Manekpore,21.085547,72.970928
154.0,Palsana,21.167031,73.691289
155.0,Jamki,21.106811,73.112969
156.0,Bardoli ,21.131867,73.469197
157.0,Chorvad ,21.109389,72.842236
158.0,Gabheni,21.130742,73.456789
159.0,Virpur,21.105389,72.852967
160.0,Gabheni,21.109069,72.843136
161.0,Gabheni,21.126272,73.373867
162.0,Kushalpura,21.099231,73.237539
163.0,Manekpore,21.146919,72.745294
164.0,Magdalla,21.177808,72.729578
165.0,Bhatpore,21.150142,72.661886
166.0,Hazira ,21.1074,73.115789
167.0,Bardoli ,21.145869,73.514839
168.0,Doswada ,21.182675,73.596958
169.0,Chacharbunda,21.124014,72.640744
170.0,Hazira ,21.126236,73.380606
171.0,Khushalpura,21.094958,72.886417
172.0,Sachin ,21.0904,72.907142
173.0,Vanz ,21.170597,73.625944
174.0,Mirkot,21.163172,73.699961
175.0,Gandhinagar,21.128636,73.447211
176.0,Virpur,21.089847,72.905311
177.0,Vanz ,21.107919,73.351553
178.0,Tichakpura,21.128922,73.451431
179.0,Virpur,21.127122,73.431481
180.0,Katgadh,21.178328,72.668639
181.0,Mora,21.18305,73.596083
182.0,Chacharbunda,21.102928,73.219203
183.0,Manekpor,21.097986,72.881703
184.0,Sachin ,21.13095,73.460633
185.0,Virpur,21.181964,73.598728
186.0,Chacharbunda,21.101639,73.080128
187.0,Vanesa,21.089328,72.893925
188.0,Vanz,21.086061,72.93275
189.0,Bhatia,21.137414,73.486506
190.0,Kikakui ,21.086806,72.982383
191.0,Palsana,21.142267,72.74825
192.0,Magdalla,21.085831,72.987056
193.0,Palsana,21.101672,73.0859
194.0,Vanesa,21.091594,72.916581
195.0,Vanz,21.08945,72.901014
196.0,Vanz,21.127789,73.435756
197.0,Virpur,21.116889,72.820825
198.0,Dipli,21.137414,73.486506
199.0,Kikakui ,21.173581,73.617911
200.0,Mirkot,21.184408,72.704583
201.0,Kawas,21.111736,72.831969
202.0,Budiya,21.173969,73.577583
203.0,RTO Checkpost,21.086453,72.931883
204.0,Bhatia,21.135189,73.479178
205.0,Mandal,21.109975,72.840419
206.0,Gabheni,21.147511,73.5188
207.0,Doswada,21.086164,72.961811
208.0,Etadava,21.089456,72.901494
209.0,Vanz,21.097383,73.305839
210.0,Borkhadi,21.17935,72.674136
211.0,Mora ,21.141875,72.748494
212.0,Magdalla,21.128839,73.444817
213.0,Virpur,21.154206,72.741053
214.0,Magdalla,21.085581,72.972178
215.0,Palsana,21.125625,72.644189
216.0,Hazira,21.148525,73.52095
217.0,Doswada,21.154042,72.741133
218.0,Magdalla,21.085675,72.969008
219.0,Palsana,21.109525,73.141689
220.0,Afva,21.126236,72.644869
221.0,Hazira,21.085875,72.966131
222.0,Itadva,21.106811,73.112969
223.0,Bardoli,21.097319,72.875997
224.0,Sachin,21.089131,72.925569
225.0,Bhatia,21.088908,73.003053
226.0,Malekpur,21.086033,72.948861
227.0,Taraj,21.091525,72.890883
228.0,Vanz,21.123047,72.774667
229.0,Abhva ,21.085933,72.950783
230.0,Taraj,21.109925,73.134292
231.0,Bardoli,21.087725,72.9288
232.0,Bhatia,21.128839,73.444817
233.0,Vyara bypass,21.104194,73.168131
234.0,Navi Kikwad,21.103381,73.037864
235.0,Ena,21.125619,73.368156
236.0,Khusalpura ,21.120325,72.812981
237.0,Dundi,21.085261,72.936461
238.0,Bhatia,21.125625,72.644189
239.0,Hazira,21.126119,72.769681
240.0,Abhva,21.086014,72.949825
241.0,Taraz,21.085675,72.969008
242.0,Itadva,21.126153,73.370983
243.0,Khusalpura ,21.102722,73.035092
244.0,Ena,21.135311,73.479542
245.0,Mandal ,21.126833,73.429581
246.0,Gabheni,21.106811,73.112969
247.0,Bardoli ,21.109181,73.124239
248.0,Bardoli ,21.135461,72.754397
249.0,Magdalla ,21.142267,72.74825
250.0,Magdalla ,21.1095,73.142458
251.0,Afava ,21.104794,73.160728
252.0,Navi Kikwad,21.109261,73.147264
253.0,Afava ,21.141975,73.50205
